scenario,difficulty,emotion,decision,response_time,personality,age_group,stress_level,context
career,high,anxious,avoidant,slow,introvert,young,medium,professional
risk,medium,concerned,cautious,slow,introvert,young,medium,personal
money,medium,thinking,cautious,slow,extrovert,senior,low,social
deadline,high,anxious,avoidant,slow,introvert,middle,medium,personal
conflict,high,stressed,avoidant,very slow,extrovert,young,high,social
health,very high,panic,impulsive,very slow,introvert,senior,low,social
relationship,medium,concerned,cautious,slow,balanced,senior,low,social
relationship,high,stressed,cautious,slow,introvert,middle,low,professional
money,medium,thinking,cautious,slow,introvert,senior,low,social
money,medium,concerned,impulsive,slow,extrovert,senior,medium,professional
relationship,medium,concerned,cautious,moderate,introvert,senior,high,social
career,very high,overwhelmed,impulsive,very slow,extrovert,middle,low,social
conflict,medium,thinking,cautious,slow,extrovert,young,high,professional
career,medium,thinking,impulsive,slow,extrovert,young,high,professional
career,high,stressed,avoidant,slow,introvert,senior,medium,professional
deadline,very high,panic,analytical,very slow,introvert,senior,low,social
career,medium,thinking,cautious,moderate,introvert,middle,low,personal
conflict,medium,concerned,cautious,slow,balanced,senior,medium,professional
money,medium,thinking,cautious,slow,introvert,middle,medium,social
career,high,stressed,avoidant,very slow,introvert,middle,medium,professional
career,medium,thinking,cautious,moderate,balanced,senior,high,personal
career,medium,thinking,cautious,slow,balanced,young,medium,professional
money,high,anxious,avoidant,slow,introvert,middle,medium,professional
conflict,high,stressed,cautious,very slow,balanced,young,low,professional
relationship,high,anxious,avoidant,very slow,extrovert,senior,high,personal
money,high,stressed,analytical,slow,introvert,middle,high,social
deadline,high,stressed,cautious,very slow,balanced,middle,low,professional
career,high,stressed,avoidant,very slow,introvert,senior,medium,social
conflict,high,stressed,avoidant,very slow,extrovert,young,high,professional
money,high,stressed,avoidant,slow,balanced,young,high,professional
career,medium,thinking,cautious,moderate,extrovert,senior,low,social
deadline,very high,overwhelmed,impulsive,very slow,balanced,senior,low,personal
ethics,very high,overwhelmed,impulsive,very slow,extrovert,senior,high,professional
deadline,very high,overwhelmed,impulsive,very slow,introvert,senior,medium,social
money,high,anxious,cautious,slow,balanced,senior,low,professional
relationship,high,anxious,cautious,very slow,extrovert,senior,low,social
health,high,stressed,cautious,slow,balanced,middle,low,personal
money,medium,thinking,cautious,moderate,extrovert,senior,high,social
deadline,high,anxious,avoidant,very slow,extrovert,middle,high,social
relationship,medium,thinking,cautious,slow,balanced,senior,high,personal
ethics,very high,overwhelmed,proactive,very slow,introvert,middle,low,personal
money,high,anxious,avoidant,very slow,extrovert,young,high,personal
ethics,very high,overwhelmed,impulsive,very slow,balanced,middle,low,social
money,medium,thinking,cautious,moderate,extrovert,middle,low,personal
career,medium,concerned,cautious,slow,extrovert,young,high,personal
relationship,high,stressed,avoidant,slow,extrovert,young,medium,social
ethics,very high,panic,impulsive,very slow,balanced,middle,low,professional
conflict,medium,concerned,cautious,slow,introvert,young,medium,personal
ethics,high,anxious,avoidant,slow,extrovert,young,high,social
ethics,high,stressed,avoidant,slow,extrovert,senior,high,social
relationship,medium,thinking,cautious,slow,balanced,senior,medium,professional
deadline,very high,panic,impulsive,very slow,extrovert,middle,low,professional
ethics,high,stressed,cautious,slow,balanced,young,low,professional
money,medium,concerned,cautious,slow,extrovert,young,low,personal
health,high,stressed,avoidant,slow,extrovert,young,high,social
health,high,anxious,avoidant,slow,extrovert,senior,high,personal
risk,low,calm,analytical,fast,balanced,middle,medium,professional
conflict,medium,concerned,cautious,moderate,introvert,middle,high,professional
ethics,very high,panic,impulsive,very slow,extrovert,young,medium,professional
deadline,very high,panic,impulsive,very slow,introvert,middle,low,social
career,medium,thinking,cautious,moderate,balanced,senior,high,social
deadline,high,anxious,cautious,very slow,extrovert,young,low,professional
conflict,medium,thinking,cautious,slow,balanced,senior,medium,personal
money,medium,thinking,impulsive,moderate,extrovert,middle,low,social
risk,low,focused,cautious,moderate,balanced,young,high,personal
money,high,stressed,avoidant,slow,extrovert,young,medium,personal
risk,high,anxious,analytical,very slow,extrovert,middle,high,social
conflict,medium,thinking,avoidant,moderate,extrovert,young,low,professional
health,very high,overwhelmed,impulsive,very slow,introvert,senior,medium,personal
ethics,high,anxious,avoidant,very slow,balanced,middle,high,social
risk,low,focused,analytical,fast,extrovert,senior,medium,social
career,very high,panic,impulsive,very slow,introvert,senior,high,personal
career,high,stressed,avoidant,very slow,balanced,senior,low,personal
relationship,high,stressed,cautious,very slow,introvert,middle,low,personal
money,high,anxious,avoidant,slow,introvert,middle,medium,social
relationship,high,stressed,cautious,very slow,introvert,middle,low,professional
conflict,medium,thinking,cautious,moderate,introvert,middle,low,personal
conflict,high,anxious,avoidant,slow,balanced,senior,high,personal
money,medium,concerned,cautious,moderate,balanced,young,high,personal
career,very high,overwhelmed,impulsive,very slow,extrovert,young,high,personal
risk,high,stressed,avoidant,slow,balanced,senior,medium,personal
conflict,medium,concerned,impulsive,slow,balanced,senior,high,professional
deadline,very high,overwhelmed,impulsive,very slow,extrovert,middle,high,social
ethics,high,stressed,cautious,very slow,balanced,middle,low,professional
career,medium,concerned,cautious,moderate,extrovert,young,medium,social
risk,low,calm,analytical,fast,introvert,middle,low,social
conflict,high,anxious,cautious,slow,extrovert,middle,low,professional
risk,low,calm,analytical,moderate,extrovert,middle,low,personal
health,very high,overwhelmed,impulsive,very slow,introvert,senior,medium,professional
relationship,medium,thinking,cautious,slow,balanced,middle,high,personal
money,medium,thinking,cautious,moderate,extrovert,senior,medium,social
conflict,high,stressed,cautious,very slow,introvert,senior,low,personal
relationship,high,stressed,avoidant,slow,balanced,young,high,professional
money,medium,concerned,cautious,moderate,introvert,senior,medium,professional
conflict,high,stressed,avoidant,very slow,balanced,senior,high,personal
ethics,high,anxious,cautious,slow,introvert,senior,low,professional
career,high,stressed,avoidant,slow,extrovert,senior,high,social
relationship,medium,concerned,cautious,moderate,introvert,senior,medium,professional
ethics,high,stressed,cautious,very slow,balanced,senior,low,personal
conflict,high,stressed,proactive,very slow,balanced,middle,low,professional
career,medium,thinking,cautious,slow,introvert,middle,high,professional
career,medium,thinking,cautious,slow,extrovert,young,high,social
risk,high,anxious,avoidant,slow,extrovert,middle,medium,personal
conflict,medium,concerned,cautious,slow,introvert,young,high,professional
conflict,high,stressed,avoidant,very slow,balanced,young,medium,social
deadline,high,anxious,avoidant,very slow,balanced,young,high,social
health,high,stressed,proactive,very slow,balanced,senior,high,professional
conflict,high,anxious,avoidant,very slow,introvert,young,high,personal
conflict,medium,concerned,cautious,moderate,introvert,young,high,social
money,high,stressed,analytical,slow,balanced,middle,low,professional
money,medium,concerned,cautious,slow,introvert,middle,high,social
career,high,stressed,avoidant,slow,introvert,middle,high,personal
relationship,medium,concerned,cautious,moderate,balanced,middle,low,personal
career,very high,panic,impulsive,very slow,balanced,young,medium,personal
career,high,stressed,avoidant,very slow,extrovert,senior,medium,social
career,high,anxious,avoidant,slow,extrovert,middle,medium,professional
career,medium,concerned,cautious,moderate,introvert,senior,medium,social
relationship,high,stressed,avoidant,very slow,introvert,senior,low,professional
relationship,medium,thinking,cautious,moderate,extrovert,young,low,social
ethics,high,stressed,avoidant,slow,balanced,young,high,social
risk,low,focused,analytical,fast,introvert,young,medium,professional
health,high,stressed,avoidant,slow,extrovert,senior,high,personal
risk,high,anxious,avoidant,very slow,introvert,senior,medium,personal
risk,high,stressed,avoidant,slow,balanced,young,medium,personal
career,medium,concerned,cautious,slow,balanced,senior,medium,social
conflict,high,stressed,cautious,very slow,balanced,middle,low,social
conflict,high,anxious,cautious,slow,balanced,middle,low,personal
ethics,very high,overwhelmed,impulsive,very slow,extrovert,middle,high,personal
risk,low,calm,cautious,fast,extrovert,senior,high,personal
conflict,high,stressed,avoidant,slow,balanced,middle,medium,social
deadline,high,stressed,impulsive,slow,balanced,young,medium,social
relationship,high,anxious,avoidant,very slow,introvert,young,high,social
money,medium,concerned,cautious,moderate,balanced,senior,high,social
ethics,high,stressed,avoidant,slow,introvert,middle,medium,social
money,medium,thinking,cautious,moderate,balanced,young,low,professional
health,very high,panic,impulsive,very slow,introvert,senior,medium,personal
deadline,high,anxious,cautious,very slow,introvert,senior,low,personal
career,very high,overwhelmed,impulsive,very slow,extrovert,senior,low,professional
deadline,high,stressed,avoidant,slow,balanced,middle,medium,personal
risk,high,stressed,impulsive,very slow,balanced,senior,low,social
deadline,high,anxious,avoidant,very slow,introvert,senior,medium,social
money,high,anxious,cautious,very slow,balanced,young,low,social
risk,high,stressed,cautious,slow,balanced,young,low,personal
conflict,high,anxious,avoidant,slow,balanced,middle,high,social
health,very high,panic,impulsive,very slow,balanced,young,medium,social
conflict,high,anxious,cautious,very slow,introvert,young,low,professional
deadline,very high,panic,avoidant,very slow,introvert,middle,medium,social
health,very high,panic,impulsive,very slow,extrovert,middle,low,social
conflict,medium,concerned,cautious,slow,balanced,middle,low,professional
career,medium,concerned,cautious,slow,balanced,middle,low,personal
deadline,high,anxious,impulsive,slow,balanced,senior,low,social
risk,high,stressed,cautious,slow,extrovert,senior,low,personal
health,high,stressed,avoidant,very slow,extrovert,young,medium,professional
money,medium,concerned,analytical,slow,balanced,senior,medium,social
deadline,high,stressed,avoidant,very slow,introvert,young,high,social
ethics,very high,panic,impulsive,very slow,introvert,senior,low,professional
relationship,medium,thinking,proactive,slow,introvert,young,low,personal
risk,high,stressed,avoidant,slow,balanced,young,high,professional
ethics,very high,panic,impulsive,very slow,introvert,middle,low,personal
career,medium,thinking,cautious,moderate,extrovert,young,low,social
ethics,high,anxious,proactive,slow,extrovert,middle,low,social
